sellerName,sGender,sClass,sOccupation,seLocale,svName,svEthnicity,svGender,svAge,buyerName,bGender,bClass,bOccupation,bLocale,pL,pD,pF,pS,Year,Date,Title
Raffaele Centurione,male,nobiles,,,Maria,Canaries,female,11,Giovanni Begazio,male,,,,,30,,30 dc.,1488,1488,"Nicolò Raggi, filza 18, nr. 440"
Raffaele Crispiano,male,mercantes,notarius,,Anastasia,Tartaran,female,22,Luchino de Goano,male,mercanti,,,125,,,,1415,1415,"Pietro Bilignano, filza 1, nr. 12"
Raffaele de Bon,male,artefices,faber,,Demetrio,Albanian,male,9,Domenico Scotto,male,nobili,,,,15,,15 dc.,1482,1482-06-21,"Tommaso Duracino, filza 24, series I, nr. 293"
Raffaele de Facio,male,artefices,,,Caterina,Moorish,female,25,Lorenzo de Fazio,male,artefici,,,100,,,,1486,1486,"Giacomo Rondanina, filza 10, series II, nr. 392"
Raffaele Doria,male,nobiles,,,Maria,Abkhazan,female,25,Gabriele Marco,male,foreign,,Valencia,190,,,,1468,1468,"Tommaso Duracino, filza 11, nr. 15"
Raffaele Giuso,male,nobiles,,,Michele,Circassian,female,18,Domenico Accornerio,male,mercanti,,,75,,,,1418,1418,"Giuliano Canella, register 6, 1418–1421, fol. 14v"
Raffaele Giuso,male,nobiles,,,Micale,Circassian,male,12,Pietro Scipione,male,nobili,,,55,,,,1415,1415-09-28,"Giuliano Canella, register 5, 1415–1417, fol. 10r–v"
Raffaele Grillo,male,nobiles,,,Lucia,Tartaran,female,18,Giovanni de Mulassana,male,artefici,,Molassana,154,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 301"
Raffaele Imperiale,male,nobiles,,,Cristina,Circassian,female,34,Basilio Vinelli,male,artefici,,,180,,,,1473,1473,"Giacomo Rondanina, filza 7, series II, nr. 129"
Raffaele Lomellini,male,nobiles,,,Maddalena,Abkhazan,female,25,,,,,,180,,,,1457,1457-05-18,"Branca Bagnara, filza 21, nr. 43"
Raffaele Lomellini,male,nobiles,,,Caterina,Jewish,female,22,Giovanni Marzoco,male,,,,,10,,10 dc.,1494,1494-06-04,"Cosimo de Abbati, filza 1, item dated 1494-06-04"
Raffaele Portonario,male,,,,Maria,Tartaran,female,24,Niccolò Cattaneo,male,nobili,,,87.6,,,87 l. 12 s.,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 155r"
Raffaele Sanguineto,male,artefices,lanerius,,Lucia,Turkish,female,16,Giovanni Marco,male,foreign,,Catalonia,125,,,,1491,1491-09-15,"Biagio Foglietta, filza 1, item dated 1491-09-15"
Raffaele Valletaro,male,mercantes,,,Giorgio,Circassian,male,22,Guirardo de Fornari,male,artefici,draperius,,80,,,,1414,1414,"Giacomo de Camulio, filza 5, nr. 103"
Rinaldo Pasturella,male,foreign,,Syracuse,Bastiano,Tartaran,male,26,Giovanni Ros,male,foreign,mercator,Barcelona,,20,,20 dc.,1457,1457-11-29,"Tommaso Duracino, filza 3, series I, nr. 307"
Sigismondo Grillo,male,nobiles,,,Maria,Moorish,female,24,Antonio Coreto,male,,,,150,,,,1480,1480-04-10,"Tommaso Duracino, filza 23, series I, nr. 138 *"
Silvestro de Brignali,male,mercantes,notarius,,Maria,Russian,female,30,Girolamo de Iugo,male,artefici,lanerius,,80,,,,1457,1457-03-21,"Oberto Foglietta, filza 5, series I, nr. 104"
Simone Cattaneo,male,nobiles,,,Caterina,,female,15,Lorenzo Mariani da Lucca,male,foreign,,Lucca,142.5,,,142 l. 10 s.,1446,1446-01-29,"Bartolomeo Risso, filza 1, series I, nr. 30"
Simone de Franchi,male,mercantes,,,Maria,Circassian,female,30,Antonio de Zoalio,male,mercanti,,,210,,,,1484,1484,"Tommaso Duracino, filza 25, series I, nr. 122"
Simone de Gavio,male,mercantes,,,Lucia,Circassian,female,22,Antonio Carbone,male,foreign,,Asti,160,,,,1432,1432,"Antonio Fazio, filza 3, series I, nr. 153"
Simone de Mari,male,nobiles,,,Grassino,Tartaran,male,28,Francesco de Montilio,male,artefici,,,72,,,,1423,1423,"Antonio Fazio, filza 1, nr. 33"
Simone de Regio,male,artefices,lanerius,,Margherita,Abkhazan,female,25,Bartolomeo Girones,male,foreign,,Mallorca,130,,,,1430,1430,"Branca Bagnara, filza 1, series II, nr. 262"
Simone de Vigenio,male,artefices,,,Caterina,Tartaran,female,20,Pietro de Opertis,male,,,,50,,,,1448,1448-09-24,"Antonio Fazio, filza 13, series I, nr. 202"
Simone Ferri,male,,,,Margherita,Circassian,female,33,Giacomo de Bergalio,male,artefici,,Bargagli,150,,,,1477,1477-09-01,"Andrea de Cairo, filza 32, series II, nr. 74"
Simone Malavena q. Ambrogio,male,artefices,peliparius,,Giovanni,Circassian,male,19,Battista Cattaneo q. Alberto,male,nobili,,,70,,,,1456,1456-04-28,"Tommaso Duracino, filza 2, series II, nr. 126"
Simone Negrone,male,nobiles,,,Lucia,Abkhazan,female,28,Matteo di ser Antonio,male,foreign,,,135,,,,1455,1455,"Branca Bagnara, filza 18, nr. 145"
Simone Nigrone,male,nobiles,,,Caterina,Turkish,female,20,Domenico Gentile,male,nobili,,,250,,,,1482,1482,"Girolamo Loggia, filza 2, series II, nr. 162"
Simone Panevino,male,mercantes,,,Giorgio,Tartaran,male,24,Raffaele de Cassina,male,mercanti,,Albisola,85,,,,1440,1440,"Antonio Fazio, filza 6, series II, nr. 308"
Simone Ricci,male,artefices,confector,,,Canaries,female,11,Stefano de Brevei,male,artefici,notarius,,123,,,,1496,1496,"Nicolò Raggi, filza 23, nr. 793"
Simone Ricci,male,artefices,notarius,,Caterina,Abkhazan,female,26,Bartolomeo de Ritilario,male,artefici,doctor medicine,,155,,,,1454,1454-02-22,"Bartolomeo Risso, filza 6, nr. 234 *"
Simone Sauli q. Clemente,male,nobiles,,,Maria,Russian,female,15,Giacomo Corso,male,mercanti,,Savona,180,,,,1456,1456-03-19,"Tommaso Duracino, filza 2, series II, nr. 73"
Soprana Senarega,female,mercantes,,,Lucia,Bulgarian,female,25,Battista Rodino,male,,,,105,,,,1423,1423,"Stefano Boccone, filza 1, series II, nr. 150"
Speciosa de Semino,female,nobiles,,,Lucia,Russian,female,18,Girolamo Carrega,male,artefici,notarius,,152,,,,1440,1440,"Branca Bagnara, filza 18, nr. 87"
Speciosa Gravano,female,mercantes,,,Margherita,Moorish,female,28,Girolamo Vento,male,nobili,,,140,,,,1477,1477-08-23,"Tommaso Duracino, filza 20, nr. 458 *"
Stefano Cattaneo,male,nobiles,,,Giovannino,Abkhazan,male,15,Stefano Merino,male,religious,canonicus,,,,,,1424,1424,"Lorenzo Villa, filza 3, nr. 175"
Stefano Cavallo,male,artefices,,,Aranicha,Canarian,female,8,Antonio Pasqua,male,artefici,faber,,,32,,32 dc.,1482,1482,"Bernardo Tassorello, filza 1, nr. 7"
Stefano de Clavaro,male,artefices,,,Caterina,Turkish,female,12,Angelo Damiardo,male,,,,160,,,,1486,1486,"Martino Brignole, filza 4, nr. 88"
Stefano Grimaldi,male,nobiles,,,Caterina,Moorish,female,23,"Maria de Marini, nun from the monastery of San Sepulcro di Sampierdarena",female,religious,monaca,Sampierdarena,250,,,,1521,1521-11-27,"Giovanni Costa, filza 9, nr. 722"
Stefano Spada,male,artefices,,,Elena,Bosnian,female,22,Ottobono Lomellini,male,nobili,,,230,,,,1497,1497,"Nicolò Raggi, filza 24, nr. 265"
Stefano Spinola,male,nobiles,,,Margherita,Turkish,female,27,Domenico de Ceva,male,artefici,scaterius,Ceva,300,,,,1489,1489,"Antonio Pastorino, filza 3, nr. 263"
Susanna Mazurro,female,mercantes,,,Margherita,,female,,,,,,,160,,,,1433,1433,"Antonio Fazio, filza 21, nr. 332"
Taddeo Bazurro,male,artefices,,,Lucia,Russian,female,22,Giacomo Ventura,male,,,,90,,,,1416,1416,"Andrea Medianotte, filza 1, series I, nr. 219"
Taddeo de Poliasca,male,artefices,,Pogliasca,Caterina,Moorish,female,28,Bernardo de Ceva,male,artefici,scaterius,Ceva,125,,,,1497,1497,"Francesco Camogli, filza 8, nr. 402"
Tedisio Camilla,male,nobiles,,,Anna,Moorish,female,22,Francesco Pannoleo,male,,,,120,,,,1474,1474,"Lorenzo Costa, filza 6, series I, nr. 361"
Teodora de Amico,female,mercantes,,,Anna,Circassian,female,22,Gonzale Rois,male,foreign,mercator,Catalonia,160,,,,1452,1452-03-01,"Bartolomeo Risso, filza 2, series II, nr. 35"
Teodoro di Negro,male,nobiles,,,Maria,Moorish,female,,Ambrogio Fieschi,male,nobili,,,100,,,,1487,1487,"Martino Brignole, filza 4, nr. 195"
Teodoro Imperiale,male,nobiles,,,Cita,Tartaran,female,35,Leonardo di Negro,male,nobili,,,,,39,39 fl.,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 76v"
Teramo Calvi,male,nobiles,,,Maddalena,Russian,female,14,Bartolomeo Priore,male,foreign,,Nice,125,,,,1441,1441,"Branca Bagnara, filza 6, series II, nr. 242"
Teramo Centurione,male,nobiles,,,,Circassian,female,25,Giacomo Paxerio,male,mercanti,,,250,,,,1486,1486,"Martino Brignole, filza 3, nr. 73"
Teramo Daniele,male,artefices,faber,,Caterina,Abkhazan,female,24,Agostino di Negro,male,nobili,,,127,,,,1447,1447-07-14,"Guirardo Brevei, filza 1, series III, nr. 232"
Teramo de Capriata,male,foreign,,Capriata,Michele,Mingrelian,female,13,Enrico Squarciafico,male,nobili,,,73,,,,1416,1416-07-04,"Giuliano Canella, register 5, 1415–1417, fol. 165r *"
Teramo de Capriata,male,foreign,,Capriata,Michele,Mingrelian,male,13,Enrico Squarciafico,male,nobili,,,73,,,,1414,1414,"Giuliano Canella, register 4, 1414–1415, fol. 165r"
Teramo de Maggiolo,male,mercantes,,,Caterina,Russian,female,24,Matteo Semino,male,nobili,,,190,,,,1464,1464-12-24,"Tommaso Duracino, filza 7, series II, nr. 389"
Teramo de Orerio,male,,,,Margherita,Jewish,female,11,Simone de Nove,male,artefici,calzolarius,Novi,,20,,"20 double black velvet ""palmi"".",1498,1498,"Antonio Pastorino, filza 14, nr. 307"
Teramo de Recho,male,artefices,bambaxarius,Recco,Margherita,Russian,female,25,Raffaele de Recho,male,artefici,,Recco,200,,,,1469,1469,"Giacomo Rondanina, filza 5, series I, nr. 219"
Teramo Fossatello,male,artefices,,,Lucia,Circassian,female,18,Luca Lomellini,male,nobili,,,220,,,,1464,1464,"Giovanni Danove, filza 1, series II, nr. 330"
Teramo Giordano,male,artefices,calzolarius,,Marta,Tartaran,female,18,Cristoforo de Gordena,male,artefici,macharolius,Gordena,140,,,,1440,1440-03-17,"Giacomo Bovino, filza 1, nr. 51"
The comune di Genova,,,,,Marta,Russian,female,24,Bartoleto de Crugnono,male,,,,90,,,,1426,1426-07-10,"Branca Bagnara, register 3, 1426–1428, fol. 25r"
The estate of Anfreone Squarciafico,male,nobiles,,,Lucia,Circassian,female,,Stefano de Clavaro,male,artefici,,,215,,,,1486,1486,"Martino Brignole, filza 4, nr. 315"
The prior from the monastery of S. Sepulcro in San Pier d'Arena,female,religious,monaca,,Margherita,,female,35,Antonio Casanova,male,artefici,,,130,,,,1457,1457-02-17,"Bartolomeo Risso, filza 5, series III, nr. 3"
Tobia Lomellini,male,nobiles,,,Lucia,Russian,female,16,Maria Maruffo a sister of the monastery of San Bartolomeo del Fossato,female,religious,monaca,Fossato,140,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 280"
Tommaso,male,,,,Elena,Abkhazan,female,22,Pietro Facorino,male,,,,150,,,,1427,1427,"Antonio Fazio, filza 2, series I, nr. 213"
Tommaso Bezacia,male,nobiles,,,Margherita,Tartaran,female,16,Giovanni Garsia,male,foreign,,Seville,117.5,,,117 l. 10 s. 8 d.,1426,1426-12-06,"Branca Bagnara, filza 1, series I, nr. 102 *"
Tommaso Boirardo,male,,,,Maddalena,Tartaran,female,12,Bartolomeo Grimaldi,male,nobili,,,,55,,55 dc.,1485,1485,"Nicolò Raggi, filza 15, nr. 840"
Tommaso Burgensio,male,,,,Caterina,Circassian,female,20,Niccolò Piccamiglio,male,nobili,,,210,,,,1488,1488,"Nicolò Raggi, filza 18, nr. 531"
Tommaso Cattaneo,male,nobiles,,,Maddalena,Moorish,female,20,Gaspare de Sancto Petro,male,artefici,,,,70,,70 dc.,1477,1477-07-15,"Tommaso Duracino, filza 20, nr. 381 *"
Tommaso da Passano,male,nobiles,,,Margherita,Moorish,female,25,Giacomo Gatto,male,artefici,,,123,,,,1496,1496,"Nicolò Raggi, filza 23, nr. 816"
Tommaso de Altare,male,mercantes,,,Jacobino,Circassian,male,15,Giovanni Borsoto,male,artefici,ortolanus,Bisagno,103,,,,1440,1440-04-30,"Antonio Fazio, filza 6, series II, nr. 123"
Tommaso de Levanto,male,mercantes,notarius,,Margherita,Circassian,female,20,Jame Ferrerio,male,foreign,,Barcelona,,,,,1427,1427-05-30,"Branca Bagnara, register 3, 1426–1428, fols. 125v–126r"
Tommaso de Marini,male,nobiles,,,Caterina,Russian,female,16,Caterina Cattaneo,female,nobili,,,90,,,,1413,1413,"Paolo Foglietta, filza 1, series I, nr. 190"
Tommaso de Zoalio,male,mercantes,faber,,Maddalena,Bulgarian,female,24,Bartolomeo Calisano,male,artefici,scaterius,,150,,,,1457,1457,"Battista Vinelli, filza 1, series II, nr. 342"
Tommaso de Zoalio,male,mercantes,faber,,Melica,Tartaran,female,18,Gabriele Axilo,male,,,,100,,,,1439,1439,"Antonio Fazio, filza 6, series I, nr. 336"
Tommaso de Michele,male,foreign,,Ragusa,Elena,Bosnian,female,14,Paolo de Invrea,male,artefici,scaterius,,300,,,,1504,1504-02-27,"Giovanni de Benedetti, filza 8, nr. 730"
Tommaso de Michele,male,foreign,,Ragusa,Elena,Bosnian,female,14,Bartolomeo de Invrea,male,artefici,scaterius,,300,,,,1504,1504-02-27,"Giovanni de Benedetti, filza 8, nr. 730"
Tommaso Doria,male,nobiles,,,,Bosnian,female,21,The fìdeicommissari of Tommaso Piccamiglio,male,nobili,,,280,,,,1486,1486,"Girolamo de Uvada, filza 1, nr. 57"
Tommaso Ellena,male,artefices,faber,,Agnese,Circassian,female,15,Giuliano Ianoto,male,artefici,notarius,,90,,,,1411,1411,"Lorenzo Villa, filza 1, nr. 113"
Tommaso Embrione,male,nobiles,,,Lucia,Circassian,female,13,Gonsales de Ordieles,male,foreign,,Spain,90,,,,1401,1401,"Alaone de Levanto, filza 1, nr. 358 *"
Tommaso Giustiniani,male,mercantes,,,Margherita,Abkhazan,female,32,Ugolino de Turino,male,foreign,,Torino,45,,,,1423,1423,"Giovanni de Allegro, register 3, 1408–1428, fol. 251r"
Tommaso Imperiale,male,nobiles,,,Asperto,Tartaran,male,25,Simone Cicala,male,nobili,,,75,,,,1407,1407,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 38r"
Tommaso Negrone,male,nobiles,,,Venturino,Bosnian,male,15,Battista Piccamiglio,male,nobili,,,110,,,,1481,1481-09-24,"Tommaso Duracino, filza 23, series II, nr. 380"
Tommaso Sofia,male,mercantes,,,Martino,Abkhazan,male,14,Baliano de Porta,male,mercanti,bancherotus,,,,,,1412,1412,"Giuliano Canella, register 3, 1412–1413, fol. 111r"
Tommaso Spinola,male,nobiles,,,Martino,Mingrelian,female,11,Giacomo Cella,male,artefici,calzolarius,,80,,,,1432,1432,"Branca Bagnara, filza 18, nr. 11"
Tommaso Spinola,male,nobiles,,,Caterina,Moorish,female,7,Raffaele de Facio,male,artefici,textor pannorum siricorum,,93,,,93 palmi di camocato,1470,1470,"Giacomo Rondanina, filza 5, series II, nr. 296"
Turco Lercari,male,nobiles,,,Cristiana,Tartaran,female,40,Simone de Pinu q. Maitineto,male,foreign,,Pino (Corsica),70,,,,1393,1393-02-01,"Andreolo Caito, register 4, 1392–1393, fol. 75r"
Turco Lercari,male,nobiles,,,Giovanni,Tartaran,male,40,Simone de Pinu q. Maitineto,male,foreign,,Pino (Corsica),70,,,,1393,1393-02-01,"Andreolo Caito, register 4, 1392–1393, fol. 75r"
Ugolino di Torino,male,foreign,revenditor iacalium,Torino,,Tartaran,,25,Lorenzo di Giovanni,male,foreign,,Florence,40,,,,1376,1376-01-26,"Bartolomeo Gatto, register 2, 1375–1379, fol. 37r"
Ugone Richerio,male,artefices,,Portomaurizio,Marta,Russian,female,34,Ambrogio de Albingana,male,artefici,scaterius,Albenga,90,,,,1450,1450,"Antonio Fazio, filza 13, series II, nr. 387"
Ugone Richerio,male,artefices,,Portomaurizio,Caterina,Tartaran,female,12,Ambrogio de Albingana,male,artefici,scaterius,Albenga,100,,,,1447,1447-03-29,"Antonio Fazio, filza 13, series I, nr. 50"
Ugone Richiero,male,artefices,,Portomaurizio,Caterina,Tartaran,female,12,Ambrogio de Albingana,male,artefici,scaterius,Albenga,100,,,,1447,1447-02-12,"Antonio Fazio, filza 13, series I, nr. 30 *"
Ugueto de Parisio,male,mercantes,,,Margherita,Circassian,female,30,Giovanni de Clavaro,male,artefici,notarius,,90,,,,1408,1408,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 18r"
Urbano Spinola,male,nobiles,,,Caterina,Moorish,female,22,Leonardo Centurione,male,nobili,,,185,,,,1486,1486,"Nicolò Raggi, filza 16, nr. 479"
Venturino Borromeo,male,foreign,mercator,Milano,Maria,Russian,female,30,Martino Ochoa,male,foreign,,Biscay,100,,,,1454,1454-04-27,"Bartolomeo Risso, filza 6, nr. 255"
Vincenzo de Guirardis,male,mercantes,,,Giacomo,Russian,male,15,Pietro de Aschoeta de Granicha,male,foreign,,Biscay,,29,,29 dc.,1460,1460-07-02,"Tommaso Duracino, filza 5, nr. 324 (formerly nr. 104)"
Vincenzo Negrone,male,nobiles,,,Caterina,Moorish,female,19,Battista Dancema,male,,,,200,,,,1498,1498,"Francesco Camogli, filza 8, nr. 227"
Vincenzo Spinola,male,nobiles,,,Maria,Moorish,female,17,Leonardo Merello,male,mercanti,,,160,,,,1489,1489-06-08,"Giovanni Battista Parisola, filza 7, series II, nr. 139"
Violante Carmandino,female,nobiles,,,Marta,Tartaran,female,25,Pietro Parmario,male,mercanti,,,77.08,,,77 l. 1 d. 8 s.,1412,1412,"Giuliano Canella, register 3, 1412–1413, fol. 107r"
Violante de Valenza,female,foreign,,Valencia,Maddalena,Russian,female,30,Guglielmo de Puris,male,foreign,,Catalonia,110,,,,1427,1427-05-12,"Branca Bagnara, register 3, 1426–1428, fols. 105v–106r"
Violante Spinola,female,nobiles,,,Caterina,,female,22,Alarame de Mari,male,nobili,,,150,,,,1431,1431,"Antonio Fazio, filza 2, series II, nr. 329"
Visconte Cicala,male,nobiles,,,Agnese,Circassian,female,24,Gaspare Paternoster,male,,,,165,,,,1463,1463,"Antonio Fazio, filza 20, series II, nr. 378"
Zaccaria de Sancto Ulcixio,male,artefices,macellarius,,Caterina,Crimean,female,22,Cattaneo de Dernixio,male,artefici,,,95,,,,1416,1416-04-12,"Giuliano Canella, register 5, 1415–1417, fol. 121v"
,,,,,,,female,18,,,,,,128,,,,1446,1446,"Bartolomeo Risso, filza 6, nr. 11"
,,,,,,Russian,female,20,,,,,,150,,,,1447,1447,"Oberto Foglietta, filza 1, series I, nr. 462"
,,,,,,,female,15,,,,,,148.5,,,,1466,1466,"Andrea de Cairo, filza 3, series I, nr. 66"
,,,,,,,female,18,,,,,,177,,,,1456,1456,"Antonio Fazio, filza 16, series II, nr. 167"
,,,,,,Circassian,female,30,,,,,,150,,,,1457,1457,"Antonio Fazio, filza 17, series II, nr. 308"
,,,,,,,female,24,,,,,,157.5,,,157 l. 10 s.,1456,1456,"Bartolomeo Risso, filza 6, nr. 362"
,,,,,,Circassian,female,18,,,,,,200,,,,1449,1449,"Bartolomeo Risso, filza 6, nr. 30"
,,,,,,,female,25,,,,,,160,,,,1455,1455,"Antonio Fazio, filza 16, series I, nr. 117"
,,,,,,Tartaran,female,25,,,,,,170,,,,1453,1453,{Duracino??}
,,,,,,,female,22,,,,,,150,,,,1453,1453,{Fazio??}
,,,,,,Russian,female,,,,,,,155,,,,1453,1453,{Duracino??}
,,,,,,Abkhazan,female,23,,,,,,160,,,,1452,1452,"Antonio Fazio, filza 14, series II, nr. 66"
,,,,,,,female,28,,,,,,100,,,,1452,1452,"Antonio Fazio, filza 14, series II, nr. 65"
,,,,,,,female,20,,,,,,160,,,,1452,1452,"Bartolomeo Risso, filza 2, series II, nr. 324"
,,,,,Anna,Tartaran,female,,Niccolò Demeto,male,foreign,mercator,Mallorca,,,,,1417,1417,"Giovanni de Allegro, register 3, 1408–1428, fol. 207r"
,male,artefices,faber,,Maria,Circassian,female,24,Bartolomeo Montaldo,male,mercanti,notarius,,100,,,,1416,1416-03-07,"Lorenzo Stella, filza 1, nr. 74 (formerly nr. 73)"
,,,,,Maddalena,Abkhazan,female,23,Raffeale Beso,male,foreign,,Barcelona,160,,,,1448,1448,"Antonio Fazio, filza 13, series I, nr. 484"
,,,,,Maria,Tartaran,female,11,Pietro Pinelli,male,foreign,,Malta,,,,,1419,1419,"Gregorio Labaino, filza 6, series I, nr. 150 *"
,,,,,Melica,Russian,female,18,Antonio Cazolino,male,,,,95,,,,1408,1408,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 174r"
,,,,,,Moorish,female,15,Rafaele Mercader,male,foreign,,Valencia,100,,,,1464,1464-09-28,"Tommaso Duracino, filza 7, series II, nr. 206"
,,,,,Maria,Russian,female,12,Pietro de Malia,male,artefici,barberius,,100,,,,1432,1432,"Antonio Fazio, filza 3, series I, nr. 20"
,,,,,Caterina,Russian,female,18,Gabriele Diomel,male,foreign,patronus navis,Catalonia,,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 275"
,,,,,Tolosana,Jewish,female,,Loisina Picemben,female,foreign,,,,12,,12 dc.,1492,1492,"Davide Staliano, filza 1, nr. 222"
,,,,,Lucia,Abkhazan,female,15,Bernardo Lorenzo,male,foreign,,Barcelona,160,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 85"
,,,,,Margherita,Abkhazan,female,18,Pietro Facono,male,,,,160,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 73"
,,,,,Margherita,Abkhazan,female,22,,,,,,160,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 303"
,,,,,Maddelana,Abkhazan,female,16,Raffaele Barisone,male,,,,170,,,,1454,1454,"Antonio Fazio, filza 15, series II, nr. 122"
,,,,,Caterina,Hungarian,female,22,,,,,,180,,,,1434,1434-03-23,"Branca Bagnara, filza 3, series I, nr. 113 *"
,,,,,Macormer,Turkish,male,,Bernardo Veneroso q. Cristoforo,male,nobili,,,,,,,1478,1478-01-28,"Tommaso Duracino, filza 21, nr. 44"
,,,,Caffa,Demetrio,Turkish,male,,Lodisio “de Camulio”,male,mercanti,,,,,,,1478,1478-01-28,"Tommaso Duracino, filza 21, nr. 44"
,,,,,Lanzarotto,Circassian,male,20,Pietr Siforteise,male,foreign,,Mallorca,150,,,,1430,1430,"Branca Bagnara, filza 1, series II, nr. 184"
,,,,,Martino,Abkhazan,male,5,Raffeale Beso,male,foreign,,Barcelona,160,,,,1448,1448,"Antonio Fazio, filza 13, series I, nr. 484"
,,,,,Joham,Tartaran,male,,,,,,,,,,,1435,1435,"Antonio Fazio, filza 4, series I, nr. 336"
,,,,,Ali,Moorish,male,,Giovanni Focoberto,male,foreign,,Mallorca,70,,,,1461,1461-01-15,"Tommaso Duracino, filza 6, series I, nr. 27"
,,,,,,,,,,,,,,,,,,1447,1447-09-04,"Battista Vinelli, filza 1, series I, nr. 118"
